column_x	column_y	correlation	row	column
De_studentenpsychologen_van_de_UGent	Dat_je_er_op_elk_moment_terecht_kan	-0,016578043	72	65
De_studentenpsychologen_van_de_UGent	Dat_je_terecht_kan_bij_iemand_die_professioneel_is	0,12076157	72	66
De_studentenpsychologen_van_de_UGent	Dat_je_meerdere_keren_bij_dezelfde_persoon_terecht_kan	0,106986512	72	67
De_studentenpsychologen_van_de_UGent	Dat_je_omgeving_niet_hoeft_te_weten_dat_je_hulp_zoekt	-0,022198482	72	68
De_studentenpsychologen_van_de_UGent	Dat_het_goedkoop_is	0,109458054	72	69
De_studentenpsychologen_van_de_UGent	Dat_het_gratis_is	0,083741431	72	70
De_studentenpsychologen_van_de_UGent	Dat_je_doorverwezen_kan_worden_naar_iemand_die_jou_hulp_op_maat_kan_geven	0,126373148	72	71
De_studentenpsychologen_van_de_UGent	De_studentenpsychologen_van_de_UGent	1	72	72
Het_monitoraat_van_mijn_faculteit	Afspreken_met_vrienden	0,013228241	73	1
Het_monitoraat_van_mijn_faculteit	Muziek_spelen_of_beluisteren	-0,018953005	73	2
Het_monitoraat_van_mijn_faculteit	Een_goed_gesprek	0,026566934	73	3
Het_monitoraat_van_mijn_faculteit	Sporten	0,005831838	73	4
Het_monitoraat_van_mijn_faculteit	Feesten,_uitgaan	-0,026925763	73	5
Het_monitoraat_van_mijn_faculteit	Boeken_lezen	0,010285094	73	6
Het_monitoraat_van_mijn_faculteit	Vrijwilligerswerk_doen	-0,003867089	73	7
Het_monitoraat_van_mijn_faculteit	Gamen	-0,020155117	73	8
Het_monitoraat_van_mijn_faculteit	Series_of_films_kijken	-0,008264719	73	9
Het_monitoraat_van_mijn_faculteit	In_de_natuur/buiten_zijn	0,008436856	73	10
Het_monitoraat_van_mijn_faculteit	Activiteiten_van_een_studentenvereniging	0,039710099	73	11
Het_monitoraat_van_mijn_faculteit	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	0,055405066	73	12
Het_monitoraat_van_mijn_faculteit	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	0,034868319	73	13
Het_monitoraat_van_mijn_faculteit	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	-0,001638242	73	14
Het_monitoraat_van_mijn_faculteit	Ik_heb_problemen_met_mijn_thuissituatie	-0,011018642	73	15
Het_monitoraat_van_mijn_faculteit	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	0,03265941	73	16
Het_monitoraat_van_mijn_faculteit	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	0,005316189	73	17
Het_monitoraat_van_mijn_faculteit	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	-0,008425913	73	18
Het_monitoraat_van_mijn_faculteit	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	-0,009694317	73	19
Het_monitoraat_van_mijn_faculteit	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,005628726	73	20
Het_monitoraat_van_mijn_faculteit	Ik_heb_financiële_problemen	-0,030223715	73	21
Het_monitoraat_van_mijn_faculteit	Ik_ben_eenzaam	-0,018947771	73	22
Het_monitoraat_van_mijn_faculteit	Ik_heb_een_negatief_zelfbeeld	0,01135379	73	23
Het_monitoraat_van_mijn_faculteit	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,011673092	73	24
Het_monitoraat_van_mijn_faculteit	Ik_heb_psychologische_problemen	0,008806852	73	25
Het_monitoraat_van_mijn_faculteit	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	-0,008531294	73	26
Het_monitoraat_van_mijn_faculteit	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	-0,008603924	73	27
Het_monitoraat_van_mijn_faculteit	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	0,00601273	73	28
Het_monitoraat_van_mijn_faculteit	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	0,016521742	73	29
Het_monitoraat_van_mijn_faculteit	Mijn_vrienden_weten_hoe_ik_me_voel	0,039798865	73	30
Het_monitoraat_van_mijn_faculteit	Mijn_ouders_weten_hoe_ik_me_voel	0,068929431	73	31
Het_monitoraat_van_mijn_faculteit	Ik_ben_bang_om_mijn_gevoelens_te_uiten	-0,016527697	73	32
Het_monitoraat_van_mijn_faculteit	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,034737213	73	33
Het_monitoraat_van_mijn_faculteit	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	-0,000150121	73	34
Het_monitoraat_van_mijn_faculteit	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	0,057158924	73	35
Het_monitoraat_van_mijn_faculteit	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	0,037322522	73	36
Het_monitoraat_van_mijn_faculteit	Ik_kan_mijn_problemen_de_baas	-0,016520219	73	37
Het_monitoraat_van_mijn_faculteit	Ik_ben_tevreden_met_wie_ik_ben	0,011523854	73	38
Het_monitoraat_van_mijn_faculteit	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	-0,023304083	73	39
Het_monitoraat_van_mijn_faculteit	Ik_ben_eerder_introvert	-0,03178705	73	40
Het_monitoraat_van_mijn_faculteit	Ik_ben_eerder_extravert	0,045667119	73	41
Het_monitoraat_van_mijn_faculteit	Niets_bijzonders	-0,019910609	73	42
Het_monitoraat_van_mijn_faculteit	Ik_luister_naar_muziek	-0,011905308	73	43
Het_monitoraat_van_mijn_faculteit	Ik_zoek_de_natuur_op	0,013197834	73	44
Het_monitoraat_van_mijn_faculteit	Ik_ga_bewegen_of_sporten	0,003032442	73	45
Het_monitoraat_van_mijn_faculteit	Ik_ga_feesten_of_op_café	-0,017570698	73	46
Het_monitoraat_van_mijn_faculteit	Ik_drink_alcohol	-0,021306773	73	47
Het_monitoraat_van_mijn_faculteit	Ik_gebruik_softdrugs	-0,054120629	73	48
Het_monitoraat_van_mijn_faculteit	Ik_gebruik_harddrugs	-0,018211792	73	49
Het_monitoraat_van_mijn_faculteit	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	-0,030015402	73	50
Het_monitoraat_van_mijn_faculteit	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	0,045802536	73	51
Het_monitoraat_van_mijn_faculteit	Ik_trek_me_terug	0,011245075	73	52
Het_monitoraat_van_mijn_faculteit	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	0,023881678	73	53
Het_monitoraat_van_mijn_faculteit	Ik_omring_me_met_mensen	0,029455328	73	54
Het_monitoraat_van_mijn_faculteit	Ik_verdiep_me_in_mijn_levensbeschouwing	-0,035458673	73	55
Het_monitoraat_van_mijn_faculteit	Ik_praat_erover_met_een_vriend_of_vriendin	0,042524684	73	56
Het_monitoraat_van_mijn_faculteit	Ik_praat_erover_met_mijn_ouders	0,074491234	73	57
Het_monitoraat_van_mijn_faculteit	Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	0,034149523	73	58
Het_monitoraat_van_mijn_faculteit	Ik_praat_erover_met_iemand_van_de_universiteit_(studentenpsycholoog,_iemand_van_het_monitoraat,_een_professor,_...)	0,115515488	73	59
Het_monitoraat_van_mijn_faculteit	Ik_neem_contact_op_met_een_hulplijn_via_telefoon,_mail_of_chat	0,018801956	73	60
Het_monitoraat_van_mijn_faculteit	Dat_je_anoniem_blijft_ten_opzichte_van_de_hulpverlener	-0,025174157	73	61
Het_monitoraat_van_mijn_faculteit	Dat_wat_je_zegt_volkomen_vertrouwelijk_is	0,044145835	73	62
Het_monitoraat_van_mijn_faculteit	Dat_je_persoonlijk_contact_met_iemand_hebt	0,046288261	73	63
Het_monitoraat_van_mijn_faculteit	Dat_je_kan_praten_met_iemand_die_je_persoonlijk_kent	0,019174165	73	64
Het_monitoraat_van_mijn_faculteit	Dat_je_er_op_elk_moment_terecht_kan	0,063575074	73	65
Het_monitoraat_van_mijn_faculteit	Dat_je_terecht_kan_bij_iemand_die_professioneel_is	0,042379068	73	66
Het_monitoraat_van_mijn_faculteit	Dat_je_meerdere_keren_bij_dezelfde_persoon_terecht_kan	0,063906353	73	67
Het_monitoraat_van_mijn_faculteit	Dat_je_omgeving_niet_hoeft_te_weten_dat_je_hulp_zoekt	-0,005366812	73	68
Het_monitoraat_van_mijn_faculteit	Dat_het_goedkoop_is	-0,012687809	73	69
Het_monitoraat_van_mijn_faculteit	Dat_het_gratis_is	-0,02953897	73	70
Het_monitoraat_van_mijn_faculteit	Dat_je_doorverwezen_kan_worden_naar_iemand_die_jou_hulp_op_maat_kan_geven	0,028840882	73	71
Het_monitoraat_van_mijn_faculteit	De_studentenpsychologen_van_de_UGent	0,25485048	73	72
Het_monitoraat_van_mijn_faculteit	Het_monitoraat_van_mijn_faculteit	1	73	73
De_studentenartsen_van_de_UGent	Afspreken_met_vrienden	0,039713083	74	1
De_studentenartsen_van_de_UGent	Muziek_spelen_of_beluisteren	0,00076052	74	2
De_studentenartsen_van_de_UGent	Een_goed_gesprek	0,066348012	74	3
De_studentenartsen_van_de_UGent	Sporten	0,021538269	74	4
De_studentenartsen_van_de_UGent	Feesten,_uitgaan	0,036829435	74	5
De_studentenartsen_van_de_UGent	Boeken_lezen	0,098573455	74	6
De_studentenartsen_van_de_UGent	Vrijwilligerswerk_doen	0,075153947	74	7
De_studentenartsen_van_de_UGent	Gamen	-0,057253662	74	8
De_studentenartsen_van_de_UGent	Series_of_films_kijken	-0,025508993	74	9
De_studentenartsen_van_de_UGent	In_de_natuur/buiten_zijn	0,053849553	74	10
De_studentenartsen_van_de_UGent	Activiteiten_van_een_studentenvereniging	0,139862586	74	11
De_studentenartsen_van_de_UGent	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	0,145986921	74	12
De_studentenartsen_van_de_UGent	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	0,151490374	74	13
De_studentenartsen_van_de_UGent	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	0,048800675	74	14
De_studentenartsen_van_de_UGent	Ik_heb_problemen_met_mijn_thuissituatie	0,037777719	74	15
De_studentenartsen_van_de_UGent	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	-0,003270959	74	16
De_studentenartsen_van_de_UGent	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	0,041593449	74	17
De_studentenartsen_van_de_UGent	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	0,036526829	74	18
De_studentenartsen_van_de_UGent	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	0,011053631	74	19
De_studentenartsen_van_de_UGent	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,000583466	74	20
De_studentenartsen_van_de_UGent	Ik_heb_financiële_problemen	0,044179648	74	21
De_studentenartsen_van_de_UGent	Ik_ben_eenzaam	-0,034582798	74	22
De_studentenartsen_van_de_UGent	Ik_heb_een_negatief_zelfbeeld	0,000426437	74	23
De_studentenartsen_van_de_UGent	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,093990629	74	24
De_studentenartsen_van_de_UGent	Ik_heb_psychologische_problemen	0,081104724	74	25
De_studentenartsen_van_de_UGent	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	0,001536883	74	26
De_studentenartsen_van_de_UGent	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	0,02222247	74	27
De_studentenartsen_van_de_UGent	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	0,021044718	74	28
De_studentenartsen_van_de_UGent	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	0,01150609	74	29
De_studentenartsen_van_de_UGent	Mijn_vrienden_weten_hoe_ik_me_voel	0,058104255	74	30
De_studentenartsen_van_de_UGent	Mijn_ouders_weten_hoe_ik_me_voel	-0,008639792	74	31
De_studentenartsen_van_de_UGent	Ik_ben_bang_om_mijn_gevoelens_te_uiten	0,000630524	74	32
De_studentenartsen_van_de_UGent	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,064131493	74	33
De_studentenartsen_van_de_UGent	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	-0,036531979	74	34
De_studentenartsen_van_de_UGent	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	0,040800387	74	35
De_studentenartsen_van_de_UGent	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	-0,014657824	74	36
De_studentenartsen_van_de_UGent	Ik_kan_mijn_problemen_de_baas	0,02276459	74	37
De_studentenartsen_van_de_UGent	Ik_ben_tevreden_met_wie_ik_ben	0,019693541	74	38
De_studentenartsen_van_de_UGent	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	0,026637591	74	39
De_studentenartsen_van_de_UGent	Ik_ben_eerder_introvert	-0,043648454	74	40
De_studentenartsen_van_de_UGent	Ik_ben_eerder_extravert	0,062739705	74	41
De_studentenartsen_van_de_UGent	Niets_bijzonders	-0,002531927	74	42
De_studentenartsen_van_de_UGent	Ik_luister_naar_muziek	-0,039771952	74	43
De_studentenartsen_van_de_UGent	Ik_zoek_de_natuur_op	0,040315375	74	44
De_studentenartsen_van_de_UGent	Ik_ga_bewegen_of_sporten	0,011647313	74	45
De_studentenartsen_van_de_UGent	Ik_ga_feesten_of_op_café	0,065641409	74	46
De_studentenartsen_van_de_UGent	Ik_drink_alcohol	0,068175785	74	47
De_studentenartsen_van_de_UGent	Ik_gebruik_softdrugs	0,021293949	74	48
De_studentenartsen_van_de_UGent	Ik_gebruik_harddrugs	0,021593548	74	49
De_studentenartsen_van_de_UGent	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	0,032676966	74	50
De_studentenartsen_van_de_UGent	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	0,056772836	74	51
De_studentenartsen_van_de_UGent	Ik_trek_me_terug	-0,013185125	74	52
De_studentenartsen_van_de_UGent	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	0,003946718	74	53
De_studentenartsen_van_de_UGent	Ik_omring_me_met_mensen	0,069133672	74	54
De_studentenartsen_van_de_UGent	Ik_verdiep_me_in_mijn_levensbeschouwing	-0,001642787	74	55
De_studentenartsen_van_de_UGent	Ik_praat_erover_met_een_vriend_of_vriendin	0,09492533	74	56
De_studentenartsen_van_de_UGent	Ik_praat_erover_met_mijn_ouders	0,012458844	74	57
De_studentenartsen_van_de_UGent	Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	0,070832271	74	58
De_studentenartsen_van_de_UGent	Ik_praat_erover_met_iemand_van_de_universiteit_(studentenpsycholoog,_iemand_van_het_monitoraat,_een_professor,_...)	0,077352973	74	59
De_studentenartsen_van_de_UGent	Ik_neem_contact_op_met_een_hulplijn_via_telefoon,_mail_of_chat	0,014952508	74	60
De_studentenartsen_van_de_UGent	Dat_je_anoniem_blijft_ten_opzichte_van_de_hulpverlener	-0,043531878	74	61
De_studentenartsen_van_de_UGent	Dat_wat_je_zegt_volkomen_vertrouwelijk_is	0,03338602	74	62
De_studentenartsen_van_de_UGent	Dat_je_persoonlijk_contact_met_iemand_hebt	0,083164591	74	63
De_studentenartsen_van_de_UGent	Dat_je_kan_praten_met_iemand_die_je_persoonlijk_kent	-0,008113221	74	64
De_studentenartsen_van_de_UGent	Dat_je_er_op_elk_moment_terecht_kan	-0,015860025	74	65
De_studentenartsen_van_de_UGent	Dat_je_terecht_kan_bij_iemand_die_professioneel_is	0,088503852	74	66
De_studentenartsen_van_de_UGent	Dat_je_meerdere_keren_bij_dezelfde_persoon_terecht_kan	0,066983742	74	67
De_studentenartsen_van_de_UGent	Dat_je_omgeving_niet_hoeft_te_weten_dat_je_hulp_zoekt	-0,001734592	74	68
De_studentenartsen_van_de_UGent	Dat_het_goedkoop_is	0,08050842	74	69
De_studentenartsen_van_de_UGent	Dat_het_gratis_is	0,037427095	74	70
De_studentenartsen_van_de_UGent	Dat_je_doorverwezen_kan_worden_naar_iemand_die_jou_hulp_op_maat_kan_geven	0,088650196	74	71
De_studentenartsen_van_de_UGent	De_studentenpsychologen_van_de_UGent	0,385587185	74	72
De_studentenartsen_van_de_UGent	Het_monitoraat_van_mijn_faculteit	0,166300687	74	73
De_studentenartsen_van_de_UGent	De_studentenartsen_van_de_UGent	1	74	74
Awel	Afspreken_met_vrienden	0,022157816	75	1
Awel	Muziek_spelen_of_beluisteren	0,045515416	75	2
Awel	Een_goed_gesprek	0,056371002	75	3
Awel	Sporten	-0,055424374	75	4
Awel	Feesten,_uitgaan	-0,00975939	75	5
Awel	Boeken_lezen	0,008185691	75	6
Awel	Vrijwilligerswerk_doen	0,092640032	75	7
Awel	Gamen	-0,107466674	75	8
Awel	Series_of_films_kijken	-0,044535503	75	9
Awel	In_de_natuur/buiten_zijn	-0,023972504	75	10
Awel	Activiteiten_van_een_studentenvereniging	-0,024058287	75	11
Awel	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	-0,015233515	75	12
Awel	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	-0,059810218	75	13
Awel	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	-0,026828119	75	14
Awel	Ik_heb_problemen_met_mijn_thuissituatie	0,083241092	75	15
Awel	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	0,083322828	75	16
Awel	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	0,05749519	75	17
Awel	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	0,085747552	75	18
Awel	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	0,013868398	75	19
Awel	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,014431465	75	20
Awel	Ik_heb_financiële_problemen	-0,012225556	75	21
Awel	Ik_ben_eenzaam	0,066497697	75	22
Awel	Ik_heb_een_negatief_zelfbeeld	0,094814575	75	23
Awel	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,015898511	75	24
Awel	Ik_heb_psychologische_problemen	0,088869071	75	25
Awel	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	0,059284847	75	26
Awel	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	0,047392677	75	27
Awel	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	0,067422938	75	28
Awel	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	0,03599113	75	29
Awel	Mijn_vrienden_weten_hoe_ik_me_voel	0,006924455	75	30
Awel	Mijn_ouders_weten_hoe_ik_me_voel	-0,025434395	75	31
Awel	Ik_ben_bang_om_mijn_gevoelens_te_uiten	0,06632481	75	32
Awel	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,057377117	75	33
Awel	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	0,019064113	75	34
Awel	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	-0,031818753	75	35
Awel	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	-0,048772571	75	36
Awel	Ik_kan_mijn_problemen_de_baas	-0,066573951	75	37
Awel	Ik_ben_tevreden_met_wie_ik_ben	-0,072187806	75	38
Awel	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	0,028488587	75	39
Awel	Ik_ben_eerder_introvert	0,000584833	75	40
Awel	Ik_ben_eerder_extravert	-0,005233291	75	41
Awel	Niets_bijzonders	-0,03284667	75	42
Awel	Ik_luister_naar_muziek	0,049234518	75	43
Awel	Ik_zoek_de_natuur_op	-0,012703491	75	44
Awel	Ik_ga_bewegen_of_sporten	-0,049464986	75	45
Awel	Ik_ga_feesten_of_op_café	-0,008862213	75	46
Awel	Ik_drink_alcohol	-0,029534619	75	47
Awel	Ik_gebruik_softdrugs	-0,048955156	75	48
Awel	Ik_gebruik_harddrugs	-0,035944512	75	49
Awel	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	0,064288585	75	50
Awel	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	0,089741301	75	51
Awel	Ik_trek_me_terug	0,064258005	75	52
Awel	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	-0,011099685	75	53
Awel	Ik_omring_me_met_mensen	0,036140234	75	54
Awel	Ik_verdiep_me_in_mijn_levensbeschouwing	-0,056011916	75	55
Awel	Ik_praat_erover_met_een_vriend_of_vriendin	0,04750917	75	56
Awel	Ik_praat_erover_met_mijn_ouders	0,001013093	75	57
Awel	Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	0,072657094	75	58
Awel	Ik_praat_erover_met_iemand_van_de_universiteit_(studentenpsycholoog,_iemand_van_het_monitoraat,_een_professor,_...)	0,045092334	75	59
Awel	Ik_neem_contact_op_met_een_hulplijn_via_telefoon,_mail_of_chat	0,150505612	75	60
Awel	Dat_je_anoniem_blijft_ten_opzichte_van_de_hulpverlener	0,017714893	75	61
Awel	Dat_wat_je_zegt_volkomen_vertrouwelijk_is	0,054049605	75	62
Awel	Dat_je_persoonlijk_contact_met_iemand_hebt	0,006029984	75	63
Awel	Dat_je_kan_praten_met_iemand_die_je_persoonlijk_kent	-0,00703975	75	64
Awel	Dat_je_er_op_elk_moment_terecht_kan	0,084428481	75	65
Awel	Dat_je_terecht_kan_bij_iemand_die_professioneel_is	0,029368365	75	66
Awel	Dat_je_meerdere_keren_bij_dezelfde_persoon_terecht_kan	0,057104382	75	67
Awel	Dat_je_omgeving_niet_hoeft_te_weten_dat_je_hulp_zoekt	0,033941415	75	68
Awel	Dat_het_goedkoop_is	0,054360967	75	69
Awel	Dat_het_gratis_is	0,048436926	75	70
Awel	Dat_je_doorverwezen_kan_worden_naar_iemand_die_jou_hulp_op_maat_kan_geven	0,047070641	75	71
Awel	De_studentenpsychologen_van_de_UGent	0,111759937	75	72
Awel	Het_monitoraat_van_mijn_faculteit	0,061910504	75	73
Awel	De_studentenartsen_van_de_UGent	0,023022965	75	74
Awel	Awel	1	75	75
1813	Afspreken_met_vrienden	0,003283962	76	1
1813	Muziek_spelen_of_beluisteren	0,039194551	76	2
1813	Een_goed_gesprek	0,033272143	76	3
1813	Sporten	-0,022177338	76	4
1813	Feesten,_uitgaan	-0,035926466	76	5
1813	Boeken_lezen	0,007622685	76	6
1813	Vrijwilligerswerk_doen	0,066893892	76	7
1813	Gamen	-0,04101762	76	8
1813	Series_of_films_kijken	-0,00778547	76	9
1813	In_de_natuur/buiten_zijn	-0,034135378	76	10
1813	Activiteiten_van_een_studentenvereniging	-0,015544464	76	11
1813	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	-0,014456416	76	12
1813	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	-0,015303418	76	13
1813	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	0,01141366	76	14
1813	Ik_heb_problemen_met_mijn_thuissituatie	0,083155156	76	15
1813	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	0,050144382	76	16
1813	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	0,047871371	76	17
1813	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	0,093368892	76	18
1813	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	-0,002721315	76	19
1813	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,01301872	76	20
1813	Ik_heb_financiële_problemen	-0,002574396	76	21
1813	Ik_ben_eenzaam	0,073003682	76	22
1813	Ik_heb_een_negatief_zelfbeeld	0,069024078	76	23
1813	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,009328525	76	24
1813	Ik_heb_psychologische_problemen	0,124430493	76	25
1813	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	0,057521638	76	26
1813	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	0,030033769	76	27
1813	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	0,064982559	76	28
1813	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	0,037403308	76	29
1813	Mijn_vrienden_weten_hoe_ik_me_voel	0,013149268	76	30
1813	Mijn_ouders_weten_hoe_ik_me_voel	-0,020216288	76	31
1813	Ik_ben_bang_om_mijn_gevoelens_te_uiten	0,05703501	76	32
1813	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,017304406	76	33
1813	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	0,016893996	76	34
1813	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	-0,030150494	76	35
1813	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	-0,036407849	76	36
1813	Ik_kan_mijn_problemen_de_baas	-0,011821695	76	37
1813	Ik_ben_tevreden_met_wie_ik_ben	-0,059789331	76	38
1813	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	-0,01461029	76	39
1813	Ik_ben_eerder_introvert	0,027901344	76	40
1813	Ik_ben_eerder_extravert	-0,033014739	76	41
1813	Niets_bijzonders	-0,003570298	76	42
1813	Ik_luister_naar_muziek	0,020965058	76	43
1813	Ik_zoek_de_natuur_op	-0,02065385	76	44
1813	Ik_ga_bewegen_of_sporten	-0,027623086	76	45
1813	Ik_ga_feesten_of_op_café	-0,050809268	76	46
1813	Ik_drink_alcohol	-0,033227058	76	47
1813	Ik_gebruik_softdrugs	-0,0404154	76	48
1813	Ik_gebruik_harddrugs	-0,021077159	76	49
1813	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	0,109834107	76	50
1813	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	0,056052404	76	51
1813	Ik_trek_me_terug	0,048369646	76	52
1813	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	0,011468421	76	53
1813	Ik_omring_me_met_mensen	0,004944201	76	54
1813	Ik_verdiep_me_in_mijn_levensbeschouwing	-0,027209935	76	55
1813	Ik_praat_erover_met_een_vriend_of_vriendin	0,0179201	76	56
1813	Ik_praat_erover_met_mijn_ouders	-0,018091586	76	57
